District,Description,Establishments,Workforce
Attock,"Agriculture, forestry and fishing",7033.0,20211.0
Attock,Mining and quarrying,0.0,0.0
Attock,Manufacturing,8718.0,20813.0
Attock,"Electricity, gas, steam and air conditioning supply",5.0,104.0
Attock,"Water supply; sewerage, waste management and remediation activities",351.0,748.0
Attock,Construction,59.0,617.0
Attock,Wholesale and retail trade; repair of motor vehicles and motorcycles,31526.0,58562.0
Attock,Transportation and storage,909.0,1669.0
Attock,Accommodation and food service activities,2920.0,8718.0
Attock,Information and communication,398.0,2797.0
Attock,Financial and insurance activities,261.0,2214.0
Attock,Real estate activities,512.0,1274.0
Attock,"Professional, scientific and technical activities",363.0,2219.0
Attock,Administrative and support service activities,439.0,991.0
Attock,Public administration and defence; compulsory social security,394.0,9523.0
Attock,Education,3296.0,42667.0
Attock,Human health and social work activities,973.0,8338.0
Attock,"Arts, entertainment and recreation",139.0,297.0
Attock,Other service activities,9873.0,23832.0
Attock,Activities of extraterritorial organizations and bodies,0.0,0.0
Attock,Others,345.0,677.0
Attock,Old homes /Orphanage,3.0,47.0
Attock,Hostel,124.0,1116.0
Attock,Hotel,2804.0,7764.0
Attock,Hospital,908.0,5528.0
Attock,Maddrasa,390.0,3038.0
Attock,School,2440.0,32492.0
Attock,College,133.0,3988.0
Attock,University,0.0,0.0
Attock,Masjid,6271.0,15358.0
Attock,Shop Retail,26633.0,48475.0
Attock,Shop Wholesale,1583.0,3287.0
Attock,Shop Service,9206.0,21842.0
Attock,Shop Production,8415.0,15137.0
Attock,Factory,97.0,5243.0
Attock,Semi Govt. Office,108.0,750.0
Attock,Govt. Office,438.0,9006.0
Attock,Post Office,107.0,428.0
Attock,Bank,220.0,2108.0
Attock,Police Station,42.0,759.0
Attock,Cattle Farming,7061.0,20255.0
Attock,Others,1531.0,9650.0
Bahawalnagar,"Agriculture, forestry and fishing",28138.0,43141.0
Bahawalnagar,Mining and quarrying,0.0,0.0
Bahawalnagar,Manufacturing,10670.0,37946.0
Bahawalnagar,"Electricity, gas, steam and air conditioning supply",1.0,1.0
Bahawalnagar,"Water supply; sewerage, waste management and remediation activities",1378.0,1763.0
Bahawalnagar,Construction,36.0,281.0
Bahawalnagar,Wholesale and retail trade; repair of motor vehicles and motorcycles,46990.0,81995.0
Bahawalnagar,Transportation and storage,665.0,1854.0
Bahawalnagar,Accommodation and food service activities,2979.0,8552.0
Bahawalnagar,Information and communication,529.0,1527.0
Bahawalnagar,Financial and insurance activities,286.0,3080.0
Bahawalnagar,Real estate activities,848.0,2374.0
Bahawalnagar,"Professional, scientific and technical activities",567.0,1924.0
Bahawalnagar,Administrative and support service activities,311.0,723.0
Bahawalnagar,Public administration and defence; compulsory social security,398.0,7227.0
Bahawalnagar,Education,5384.0,60045.0
Bahawalnagar,Human health and social work activities,1319.0,7167.0
Bahawalnagar,"Arts, entertainment and recreation",140.0,302.0
Bahawalnagar,Other service activities,15238.0,30680.0
Bahawalnagar,Activities of extraterritorial organizations and bodies,0.0,0.0
Bahawalnagar,Others,578.0,749.0
Bahawalnagar,Old homes /Orphanage,2.0,30.0
Bahawalnagar,Hostel,93.0,1165.0
Bahawalnagar,Hotel,2895.0,7818.0
Bahawalnagar,Hospital,1258.0,6802.0
Bahawalnagar,Maddrasa,937.0,6261.0
Bahawalnagar,School,3755.0,47659.0
Bahawalnagar,College,163.0,2919.0
Bahawalnagar,University,0.0,0.0
Bahawalnagar,Masjid,10174.0,23779.0
Bahawalnagar,Shop Retail,39556.0,66252.0
Bahawalnagar,Shop Wholesale,2338.0,6285.0
Bahawalnagar,Shop Service,13070.0,24622.0
Bahawalnagar,Shop Production,10213.0,19295.0
Bahawalnagar,Factory,243.0,18035.0
Bahawalnagar,Semi Govt. Office,80.0,435.0
Bahawalnagar,Govt. Office,429.0,5670.0
Bahawalnagar,Post Office,72.0,361.0
Bahawalnagar,Bank,272.0,3059.0
Bahawalnagar,Police Station,39.0,711.0
Bahawalnagar,Cattle Farming,28283.0,43369.0
Bahawalnagar,Others,2583.0,6804.0
Bahawalpur,"Agriculture, forestry and fishing",23403.0,45450.0
Bahawalpur,Mining and quarrying,0.0,0.0
Bahawalpur,Manufacturing,14184.0,43439.0
Bahawalpur,"Electricity, gas, steam and air conditioning supply",4.0,43.0
Bahawalpur,"Water supply; sewerage, waste management and remediation activities",2115.0,3067.0
Bahawalpur,Construction,72.0,740.0
Bahawalpur,Wholesale and retail trade; repair of motor vehicles and motorcycles,58189.0,105437.0
Bahawalpur,Transportation and storage,637.0,2644.0
Bahawalpur,Accommodation and food service activities,5055.0,16508.0
Bahawalpur,Information and communication,757.0,2979.0
Bahawalpur,Financial and insurance activities,348.0,4278.0
Bahawalpur,Real estate activities,986.0,2823.0
Bahawalpur,"Professional, scientific and technical activities",439.0,1780.0
Bahawalpur,Administrative and support service activities,400.0,1684.0
Bahawalpur,Public administration and defence; compulsory social security,624.0,13047.0
Bahawalpur,Education,5900.0,92904.0
Bahawalpur,Human health and social work activities,1874.0,11803.0
Bahawalpur,"Arts, entertainment and recreation",342.0,1047.0
Bahawalpur,Other service activities,22536.0,55040.0
Bahawalpur,Activities of extraterritorial organizations and bodies,0.0,0.0
Bahawalpur,Others,712.0,2759.0
Bahawalpur,Old homes /Orphanage,3.0,43.0
Bahawalpur,Hostel,487.0,4276.0
Bahawalpur,Hotel,4606.0,12800.0
Bahawalpur,Hospital,1807.0,11340.0
Bahawalpur,Maddrasa,789.0,8290.0
Bahawalpur,School,3920.0,69905.0
Bahawalpur,College,249.0,5239.0
Bahawalpur,University,3.0,243.0
Bahawalpur,Masjid,16122.0,48309.0
Bahawalpur,Shop Retail,50265.0,88348.0
Bahawalpur,Shop Wholesale,2408.0,5219.0
Bahawalpur,Shop Service,15639.0,31608.0
Bahawalpur,Shop Production,13582.0,29230.0
Bahawalpur,Factory,265.0,13640.0
Bahawalpur,Semi Govt. Office,125.0,2040.0
Bahawalpur,Govt. Office,578.0,12682.0
Bahawalpur,Post Office,75.0,417.0
Bahawalpur,Bank,319.0,4205.0
Bahawalpur,Police Station,38.0,944.0
Bahawalpur,Cattle Farming,23551.0,45673.0
Bahawalpur,Others,3746.0,13021.0
Bhakkar,"Agriculture, forestry and fishing",6425.0,11980.0
Bhakkar,Mining and quarrying,1.0,2.0
Bhakkar,Manufacturing,7161.0,22585.0
Bhakkar,"Electricity, gas, steam and air conditioning supply",0.0,0.0
Bhakkar,"Water supply; sewerage, waste management and remediation activities",551.0,766.0
Bhakkar,Construction,20.0,117.0
Bhakkar,Wholesale and retail trade; repair of motor vehicles and motorcycles,29199.0,45846.0
Bhakkar,Transportation and storage,475.0,984.0
Bhakkar,Accommodation and food service activities,2193.0,5621.0
Bhakkar,Information and communication,316.0,732.0
Bhakkar,Financial and insurance activities,119.0,1263.0
Bhakkar,Real estate activities,477.0,764.0
Bhakkar,"Professional, scientific and technical activities",337.0,1091.0
Bhakkar,Administrative and support service activities,178.0,314.0
Bhakkar,Public administration and defence; compulsory social security,228.0,4052.0
Bhakkar,Education,2941.0,31757.0
Bhakkar,Human health and social work activities,825.0,3653.0
Bhakkar,"Arts, entertainment and recreation",67.0,126.0
Bhakkar,Other service activities,11023.0,16624.0
Bhakkar,Activities of extraterritorial organizations and bodies,0.0,0.0
Bhakkar,Others,331.0,895.0
Bhakkar,Old homes /Orphanage,0.0,0.0
Bhakkar,Hostel,72.0,340.0
Bhakkar,Hotel,2123.0,5319.0
Bhakkar,Hospital,790.0,3491.0
Bhakkar,Maddrasa,233.0,1558.0
Bhakkar,School,2342.0,26357.0
Bhakkar,College,98.0,2347.0
Bhakkar,University,1.0,213.0
Bhakkar,Masjid,7672.0,12835.0
Bhakkar,Shop Retail,24603.0,36997.0
Bhakkar,Shop Wholesale,1620.0,2995.0
Bhakkar,Shop Service,8053.0,13551.0
Bhakkar,Shop Production,6804.0,12247.0
Bhakkar,Factory,161.0,10134.0
Bhakkar,Semi Govt. Office,76.0,364.0
Bhakkar,Govt. Office,226.0,2601.0
Bhakkar,Post Office,32.0,225.0
Bhakkar,Bank,105.0,1222.0
Bhakkar,Police Station,24.0,490.0
Bhakkar,Cattle Farming,6477.0,12052.0
Bhakkar,Others,1355.0,3834.0
Faisalabad,"Agriculture, forestry and fishing",61317.0,103698.0
Faisalabad,Mining and quarrying,2.0,5.0
Faisalabad,Manufacturing,35966.0,294191.0
Faisalabad,"Electricity, gas, steam and air conditioning supply",20.0,626.0
Faisalabad,"Water supply; sewerage, waste management and remediation activities",2077.0,4464.0
Faisalabad,Construction,102.0,488.0
Faisalabad,Wholesale and retail trade; repair of motor vehicles and motorcycles,181751.0,402088.0
Faisalabad,Transportation and storage,3382.0,16512.0
Faisalabad,Accommodation and food service activities,12892.0,45962.0
Faisalabad,Information and communication,1948.0,7405.0
Faisalabad,Financial and insurance activities,823.0,11483.0
Faisalabad,Real estate activities,3846.0,9216.0
Faisalabad,"Professional, scientific and technical activities",1299.0,3159.0
Faisalabad,Administrative and support service activities,1235.0,3358.0
Faisalabad,Public administration and defence; compulsory social security,1133.0,32017.0
Faisalabad,Education,9626.0,175742.0
Faisalabad,Human health and social work activities,5728.0,29073.0
Faisalabad,"Arts, entertainment and recreation",1207.0,2178.0
Faisalabad,Other service activities,43265.0,83416.0
Faisalabad,Activities of extraterritorial organizations and bodies,0.0,0.0
Faisalabad,Others,1974.0,7366.0
Faisalabad,Old homes /Orphanage,9.0,103.0
Faisalabad,Hostel,852.0,7514.0
Faisalabad,Hotel,12072.0,38569.0
Faisalabad,Hospital,5587.0,28292.0
Faisalabad,Maddrasa,1310.0,12023.0
Faisalabad,School,7313.0,143253.0
Faisalabad,College,438.0,12610.0
Faisalabad,University,11.0,1905.0
Faisalabad,Masjid,13248.0,50322.0
Faisalabad,Shop Retail,157660.0,365428.0
Faisalabad,Shop Wholesale,12440.0,25787.0
Faisalabad,Shop Service,52660.0,85304.0
Faisalabad,Shop Production,31658.0,89196.0
Faisalabad,Factory,2700.0,186899.0
Faisalabad,Semi Govt. Office,393.0,5393.0
Faisalabad,Govt. Office,1177.0,29695.0
Faisalabad,Post Office,175.0,1442.0
Faisalabad,Bank,718.0,10445.0
Faisalabad,Police Station,95.0,3376.0
Faisalabad,Cattle Farming,61765.0,104390.0
Faisalabad,Others,7312.0,30501.0
Chakwal,"Agriculture, forestry and fishing",5680.0,10912.0
Chakwal,Mining and quarrying,3.0,272.0
Chakwal,Manufacturing,7638.0,24405.0
Chakwal,"Electricity, gas, steam and air conditioning supply",9.0,94.0
Chakwal,"Water supply; sewerage, waste management and remediation activities",273.0,423.0
Chakwal,Construction,28.0,106.0
Chakwal,Wholesale and retail trade; repair of motor vehicles and motorcycles,27926.0,47847.0
Chakwal,Transportation and storage,687.0,1478.0
Chakwal,Accommodation and food service activities,2464.0,7421.0
Chakwal,Information and communication,416.0,938.0
Chakwal,Financial and insurance activities,213.0,1983.0
Chakwal,Real estate activities,386.0,739.0
Chakwal,"Professional, scientific and technical activities",250.0,898.0
Chakwal,Administrative and support service activities,420.0,771.0
Chakwal,Public administration and defence; compulsory social security,264.0,4344.0
Chakwal,Education,3088.0,34770.0
Chakwal,Human health and social work activities,968.0,4657.0
Chakwal,"Arts, entertainment and recreation",103.0,188.0
Chakwal,Other service activities,9110.0,15700.0
Chakwal,Activities of extraterritorial organizations and bodies,0.0,0.0
Chakwal,Others,379.0,605.0
Chakwal,Old homes /Orphanage,0.0,0.0
Chakwal,Hostel,86.0,696.0
Chakwal,Hotel,2381.0,6824.0
Chakwal,Hospital,917.0,4421.0
Chakwal,Maddrasa,270.0,1336.0
Chakwal,School,2325.0,27053.0
Chakwal,College,180.0,4184.0
Chakwal,University,1.0,5.0
Chakwal,Masjid,6258.0,11898.0
Chakwal,Shop Retail,23597.0,39211.0
Chakwal,Shop Wholesale,1254.0,3130.0
Chakwal,Shop Service,7758.0,13484.0
Chakwal,Shop Production,7321.0,13553.0
Chakwal,Factory,170.0,10699.0
Chakwal,Semi Govt. Office,102.0,359.0
Chakwal,Govt. Office,254.0,3503.0
Chakwal,Post Office,130.0,407.0
Chakwal,Bank,180.0,1687.0
Chakwal,Police Station,24.0,474.0
Chakwal,Cattle Farming,5735.0,10996.0
Chakwal,Others,1362.0,4631.0
Chiniot,"Agriculture, forestry and fishing",22043.0,39412.0
Chiniot,Mining and quarrying,0.0,0.0
Chiniot,Manufacturing,7756.0,23322.0
Chiniot,"Electricity, gas, steam and air conditioning supply",1.0,4.0
Chiniot,"Water supply; sewerage, waste management and remediation activities",531.0,684.0
Chiniot,Construction,16.0,62.0
Chiniot,Wholesale and retail trade; repair of motor vehicles and motorcycles,23496.0,43911.0
Chiniot,Transportation and storage,173.0,473.0
Chiniot,Accommodation and food service activities,1823.0,4584.0
Chiniot,Information and communication,243.0,848.0
Chiniot,Financial and insurance activities,112.0,976.0
Chiniot,Real estate activities,132.0,292.0
Chiniot,"Professional, scientific and technical activities",247.0,2516.0
Chiniot,Administrative and support service activities,137.0,262.0
Chiniot,Public administration and defence; compulsory social security,160.0,1882.0
Chiniot,Education,1969.0,21680.0
Chiniot,Human health and social work activities,801.0,3245.0
Chiniot,"Arts, entertainment and recreation",172.0,294.0
Chiniot,Other service activities,8488.0,15276.0
Chiniot,Activities of extraterritorial organizations and bodies,0.0,0.0
Chiniot,Others,212.0,264.0
Chiniot,Old homes /Orphanage,0.0,0.0
Chiniot,Hostel,49.0,829.0
Chiniot,Hotel,1777.0,3955.0
Chiniot,Hospital,782.0,3119.0
Chiniot,Maddrasa,227.0,1670.0
Chiniot,School,1487.0,17390.0
Chiniot,College,63.0,1338.0
Chiniot,University,1.0,35.0
Chiniot,Masjid,5716.0,11253.0
Chiniot,Shop Retail,19928.0,36513.0
Chiniot,Shop Wholesale,1093.0,2298.0
Chiniot,Shop Service,6315.0,12716.0
Chiniot,Shop Production,7512.0,17903.0
Chiniot,Factory,70.0,5291.0
Chiniot,Semi Govt. Office,59.0,250.0
Chiniot,Govt. Office,161.0,1876.0
Chiniot,Post Office,24.0,106.0
Chiniot,Bank,91.0,921.0
Chiniot,Police Station,20.0,356.0
Chiniot,Cattle Farming,22070.0,39448.0
Chiniot,Others,1067.0,2720.0
Dera Ghazi Khan,"Agriculture, forestry and fishing",9248.0,18282.0
Dera Ghazi Khan,Mining and quarrying,0.0,0.0
Dera Ghazi Khan,Manufacturing,8856.0,26232.0
Dera Ghazi Khan,"Electricity, gas, steam and air conditioning supply",0.0,0.0
Dera Ghazi Khan,"Water supply; sewerage, waste management and remediation activities",1451.0,2937.0
Dera Ghazi Khan,Construction,47.0,199.0
Dera Ghazi Khan,Wholesale and retail trade; repair of motor vehicles and motorcycles,41219.0,71594.0
Dera Ghazi Khan,Transportation and storage,569.0,1644.0
Dera Ghazi Khan,Accommodation and food service activities,3467.0,8978.0
Dera Ghazi Khan,Information and communication,528.0,1322.0
Dera Ghazi Khan,Financial and insurance activities,194.0,2100.0
Dera Ghazi Khan,Real estate activities,313.0,747.0
Dera Ghazi Khan,"Professional, scientific and technical activities",494.0,1155.0
Dera Ghazi Khan,Administrative and support service activities,644.0,1497.0
Dera Ghazi Khan,Public administration and defence; compulsory social security,284.0,6128.0
Dera Ghazi Khan,Education,4176.0,52933.0
Dera Ghazi Khan,Human health and social work activities,1682.0,7068.0
Dera Ghazi Khan,"Arts, entertainment and recreation",135.0,286.0
Dera Ghazi Khan,Other service activities,16862.0,34155.0
Dera Ghazi Khan,Activities of extraterritorial organizations and bodies,0.0,0.0
Dera Ghazi Khan,Others,915.0,1094.0
Dera Ghazi Khan,Old homes /Orphanage,0.0,0.0
Dera Ghazi Khan,Hostel,147.0,646.0
Dera Ghazi Khan,Hotel,3322.0,8387.0
Dera Ghazi Khan,Hospital,1652.0,6780.0
Dera Ghazi Khan,Maddrasa,182.0,1051.0
Dera Ghazi Khan,School,3441.0,43584.0
Dera Ghazi Khan,College,89.0,1680.0
Dera Ghazi Khan,University,4.0,380.0
Dera Ghazi Khan,Masjid,13652.0,29665.0
Dera Ghazi Khan,Shop Retail,35137.0,57901.0
Dera Ghazi Khan,Shop Wholesale,2272.0,4463.0
Dera Ghazi Khan,Shop Service,9737.0,19954.0
Dera Ghazi Khan,Shop Production,8288.0,18837.0
Dera Ghazi Khan,Factory,175.0,5424.0
Dera Ghazi Khan,Semi Govt. Office,59.0,314.0
Dera Ghazi Khan,Govt. Office,296.0,9017.0
Dera Ghazi Khan,Post Office,48.0,256.0
Dera Ghazi Khan,Bank,173.0,1906.0
Dera Ghazi Khan,Police Station,67.0,894.0
Dera Ghazi Khan,Cattle Farming,9361.0,18464.0
Dera Ghazi Khan,Others,2982.0,8748.0
Gujranwala,"Agriculture, forestry and fishing",55776.0,104222.0
Gujranwala,Mining and quarrying,0.0,0.0
Gujranwala,Manufacturing,27482.0,114757.0
Gujranwala,"Electricity, gas, steam and air conditioning supply",14.0,168.0
Gujranwala,"Water supply; sewerage, waste management and remediation activities",2975.0,4614.0
Gujranwala,Construction,133.0,668.0
Gujranwala,Wholesale and retail trade; repair of motor vehicles and motorcycles,94661.0,219491.0
Gujranwala,Transportation and storage,3148.0,11182.0
Gujranwala,Accommodation and food service activities,8852.0,27277.0
Gujranwala,Information and communication,936.0,4293.0
Gujranwala,Financial and insurance activities,627.0,6520.0
Gujranwala,Real estate activities,2316.0,4285.0
Gujranwala,"Professional, scientific and technical activities",860.0,3378.0
Gujranwala,Administrative and support service activities,951.0,2205.0
Gujranwala,Public administration and defence; compulsory social security,525.0,10478.0
Gujranwala,Education,8195.0,125234.0
Gujranwala,Human health and social work activities,3916.0,16514.0
Gujranwala,"Arts, entertainment and recreation",1058.0,1749.0
Gujranwala,Other service activities,21569.0,51053.0
Gujranwala,Activities of extraterritorial organizations and bodies,0.0,0.0
Gujranwala,Others,1825.0,4357.0
Gujranwala,Old homes /Orphanage,4.0,86.0
Gujranwala,Hostel,86.0,977.0
Gujranwala,Hotel,8770.0,26326.0
Gujranwala,Hospital,3821.0,15884.0
Gujranwala,Maddrasa,861.0,5765.0
Gujranwala,School,5786.0,98366.0
Gujranwala,College,317.0,11152.0
Gujranwala,University,4.0,613.0
Gujranwala,Masjid,10361.0,34967.0
Gujranwala,Shop Retail,81319.0,180649.0
Gujranwala,Shop Wholesale,6926.0,23080.0
Gujranwala,Shop Service,25454.0,49200.0
Gujranwala,Shop Production,25026.0,66088.0
Gujranwala,Factory,1413.0,47165.0
Gujranwala,Semi Govt. Office,130.0,967.0
Gujranwala,Govt. Office,511.0,12827.0
Gujranwala,Post Office,139.0,585.0
Gujranwala,Bank,542.0,6147.0
Gujranwala,Police Station,53.0,1512.0
Gujranwala,Cattle Farming,56055.0,104645.0
Gujranwala,Others,8241.0,25444.0
Gujrat,"Agriculture, forestry and fishing",17996.0,31455.0
Gujrat,Mining and quarrying,0.0,0.0
Gujrat,Manufacturing,13345.0,42025.0
Gujrat,"Electricity, gas, steam and air conditioning supply",8.0,100.0
Gujrat,"Water supply; sewerage, waste management and remediation activities",337.0,470.0
Gujrat,Construction,141.0,454.0
Gujrat,Wholesale and retail trade; repair of motor vehicles and motorcycles,46360.0,95994.0
Gujrat,Transportation and storage,1153.0,3275.0
Gujrat,Accommodation and food service activities,5058.0,15489.0
Gujrat,Information and communication,540.0,3113.0
Gujrat,Financial and insurance activities,587.0,5110.0
Gujrat,Real estate activities,579.0,1662.0
Gujrat,"Professional, scientific and technical activities",911.0,3301.0
Gujrat,Administrative and support service activities,784.0,2397.0
Gujrat,Public administration and defence; compulsory social security,449.0,8347.0
Gujrat,Education,4542.0,73540.0
Gujrat,Human health and social work activities,2063.0,11050.0
Gujrat,"Arts, entertainment and recreation",374.0,790.0
Gujrat,Other service activities,13993.0,27083.0
Gujrat,Activities of extraterritorial organizations and bodies,0.0,0.0
Gujrat,Others,714.0,2191.0
Gujrat,Old homes /Orphanage,6.0,57.0
Gujrat,Hostel,83.0,779.0
Gujrat,Hotel,4984.0,14837.0
Gujrat,Hospital,1985.0,10612.0
Gujrat,Maddrasa,394.0,3477.0
Gujrat,School,3342.0,61395.0
Gujrat,College,192.0,4897.0
Gujrat,University,2.0,47.0
Gujrat,Masjid,7931.0,19184.0
Gujrat,Shop Retail,39145.0,79161.0
Gujrat,Shop Wholesale,2934.0,6593.0
Gujrat,Shop Service,14235.0,29549.0
Gujrat,Shop Production,12789.0,27350.0
Gujrat,Factory,281.0,14416.0
Gujrat,Semi Govt. Office,123.0,465.0
Gujrat,Govt. Office,478.0,6743.0
Gujrat,Post Office,144.0,696.0
Gujrat,Bank,430.0,4058.0
Gujrat,Police Station,51.0,1554.0
Gujrat,Cattle Farming,18096.0,31583.0
Gujrat,Others,2309.0,10393.0
Hafizabad,"Agriculture, forestry and fishing",25116.0,38477.0
Hafizabad,Mining and quarrying,0.0,0.0
Hafizabad,Manufacturing,4751.0,22456.0
Hafizabad,"Electricity, gas, steam and air conditioning supply",2.0,18.0
Hafizabad,"Water supply; sewerage, waste management and remediation activities",602.0,666.0
Hafizabad,Construction,19.0,211.0
Hafizabad,Wholesale and retail trade; repair of motor vehicles and motorcycles,19474.0,31456.0
Hafizabad,Transportation and storage,524.0,963.0
Hafizabad,Accommodation and food service activities,1494.0,4888.0
Hafizabad,Information and communication,213.0,685.0
Hafizabad,Financial and insurance activities,136.0,2219.0
Hafizabad,Real estate activities,223.0,403.0
Hafizabad,"Professional, scientific and technical activities",325.0,2269.0
Hafizabad,Administrative and support service activities,140.0,443.0
Hafizabad,Public administration and defence; compulsory social security,127.0,2300.0
Hafizabad,Education,2078.0,19534.0
Hafizabad,Human health and social work activities,708.0,3432.0
Hafizabad,"Arts, entertainment and recreation",141.0,213.0
Hafizabad,Other service activities,6432.0,13146.0
Hafizabad,Activities of extraterritorial organizations and bodies,0.0,0.0
Hafizabad,Others,239.0,271.0
Hafizabad,Old homes /Orphanage,0.0,0.0
Hafizabad,Hostel,23.0,689.0
Hafizabad,Hotel,1473.0,4342.0
Hafizabad,Hospital,687.0,3289.0
Hafizabad,Maddrasa,135.0,615.0
Hafizabad,School,1696.0,16379.0
Hafizabad,College,73.0,1690.0
Hafizabad,University,0.0,0.0
Hafizabad,Masjid,4275.0,7164.0
Hafizabad,Shop Retail,16701.0,26592.0
Hafizabad,Shop Wholesale,1089.0,1927.0
Hafizabad,Shop Service,5122.0,13042.0
Hafizabad,Shop Production,4387.0,9492.0
Hafizabad,Factory,207.0,12896.0
Hafizabad,Semi Govt. Office,36.0,1326.0
Hafizabad,Govt. Office,126.0,1984.0
Hafizabad,Post Office,25.0,137.0
Hafizabad,Bank,121.0,1048.0
Hafizabad,Police Station,21.0,364.0
Hafizabad,Cattle Farming,25183.0,38555.0
Hafizabad,Others,1364.0,2519.0
Jhang,"Agriculture, forestry and fishing",27028.0,51058.0
Jhang,Mining and quarrying,0.0,0.0
Jhang,Manufacturing,10568.0,38230.0
Jhang,"Electricity, gas, steam and air conditioning supply",8.0,257.0
Jhang,"Water supply; sewerage, waste management and remediation activities",1455.0,2884.0
Jhang,Construction,41.0,400.0
Jhang,Wholesale and retail trade; repair of motor vehicles and motorcycles,43487.0,88908.0
Jhang,Transportation and storage,467.0,1410.0
Jhang,Accommodation and food service activities,3785.0,9349.0
Jhang,Information and communication,479.0,1394.0
Jhang,Financial and insurance activities,209.0,2261.0
Jhang,Real estate activities,431.0,982.0
Jhang,"Professional, scientific and technical activities",334.0,851.0
Jhang,Administrative and support service activities,223.0,421.0
Jhang,Public administration and defence; compulsory social security,266.0,4669.0
Jhang,Education,4295.0,61533.0
Jhang,Human health and social work activities,2038.0,7870.0
Jhang,"Arts, entertainment and recreation",242.0,373.0
Jhang,Other service activities,17525.0,34445.0
Jhang,Activities of extraterritorial organizations and bodies,0.0,0.0
Jhang,Others,729.0,1083.0
Jhang,Old homes /Orphanage,0.0,0.0
Jhang,Hostel,90.0,810.0
Jhang,Hotel,3699.0,8580.0
Jhang,Hospital,1994.0,7520.0
Jhang,Maddrasa,350.0,2999.0
Jhang,School,3344.0,52397.0
Jhang,College,195.0,4035.0
Jhang,University,1.0,82.0
Jhang,Masjid,12487.0,27501.0
Jhang,Shop Retail,37516.0,75774.0
Jhang,Shop Wholesale,2035.0,4717.0
Jhang,Shop Service,11054.0,19830.0
Jhang,Shop Production,10055.0,19746.0
Jhang,Factory,307.0,18098.0
Jhang,Semi Govt. Office,84.0,675.0
Jhang,Govt. Office,275.0,3227.0
Jhang,Post Office,62.0,249.0
Jhang,Bank,182.0,2098.0
Jhang,Police Station,39.0,694.0
Jhang,Cattle Farming,27157.0,51255.0
Jhang,Others,2684.0,8091.0
Jehlum,"Agriculture, forestry and fishing",8427.0,15543.0
Jehlum,Mining and quarrying,0.0,0.0
Jehlum,Manufacturing,5904.0,12929.0
Jehlum,"Electricity, gas, steam and air conditioning supply",3.0,22.0
Jehlum,"Water supply; sewerage, waste management and remediation activities",578.0,834.0
Jehlum,Construction,31.0,105.0
Jehlum,Wholesale and retail trade; repair of motor vehicles and motorcycles,21929.0,45047.0
Jehlum,Transportation and storage,443.0,1775.0
Jehlum,Accommodation and food service activities,2447.0,7586.0
Jehlum,Information and communication,331.0,1356.0
Jehlum,Financial and insurance activities,261.0,2222.0
Jehlum,Real estate activities,315.0,832.0
Jehlum,"Professional, scientific and technical activities",511.0,1761.0
Jehlum,Administrative and support service activities,447.0,957.0
Jehlum,Public administration and defence; compulsory social security,376.0,4178.0
Jehlum,Education,2377.0,29737.0
Jehlum,Human health and social work activities,846.0,4748.0
Jehlum,"Arts, entertainment and recreation",171.0,245.0
Jehlum,Other service activities,7819.0,15249.0
Jehlum,Activities of extraterritorial organizations and bodies,0.0,0.0
Jehlum,Others,378.0,445.0
Jehlum,Old homes /Orphanage,1.0,18.0
Jehlum,Hostel,95.0,917.0
Jehlum,Hotel,2403.0,7291.0
Jehlum,Hospital,792.0,4425.0
Jehlum,Maddrasa,176.0,981.0
Jehlum,School,1835.0,23412.0
Jehlum,College,117.0,2694.0
Jehlum,University,0.0,0.0
Jehlum,Masjid,5003.0,11172.0
Jehlum,Shop Retail,18532.0,37714.0
Jehlum,Shop Wholesale,1026.0,2490.0
Jehlum,Shop Service,7125.0,13716.0
Jehlum,Shop Production,5750.0,9956.0
Jehlum,Factory,76.0,2897.0
Jehlum,Semi Govt. Office,59.0,382.0
Jehlum,Govt. Office,306.0,5408.0
Jehlum,Post Office,104.0,554.0
Jehlum,Bank,212.0,2104.0
Jehlum,Police Station,22.0,422.0
Jehlum,Cattle Farming,8529.0,15669.0
Jehlum,Others,1431.0,3349.0
Kasur,"Agriculture, forestry and fishing",35673.0,70337.0
Kasur,Mining and quarrying,0.0,0.0
Kasur,Manufacturing,14252.0,105791.0
Kasur,"Electricity, gas, steam and air conditioning supply",19.0,524.0
Kasur,"Water supply; sewerage, waste management and remediation activities",915.0,1245.0
Kasur,Construction,39.0,317.0
Kasur,Wholesale and retail trade; repair of motor vehicles and motorcycles,57041.0,119050.0
Kasur,Transportation and storage,992.0,3303.0
Kasur,Accommodation and food service activities,4849.0,12675.0
Kasur,Information and communication,583.0,1594.0
Kasur,Financial and insurance activities,290.0,2378.0
Kasur,Real estate activities,805.0,1601.0
Kasur,"Professional, scientific and technical activities",500.0,2469.0
Kasur,Administrative and support service activities,365.0,672.0
Kasur,Public administration and defence; compulsory social security,392.0,7269.0
Kasur,Education,5199.0,74462.0
Kasur,Human health and social work activities,2118.0,8232.0
Kasur,"Arts, entertainment and recreation",426.0,678.0
Kasur,Other service activities,16001.0,38591.0
Kasur,Activities of extraterritorial organizations and bodies,0.0,0.0
Kasur,Others,1014.0,1632.0
Kasur,Old homes /Orphanage,0.0,0.0
Kasur,Hostel,57.0,584.0
Kasur,Hotel,4796.0,12166.0
